,locus_tag,name,location,old_locus_tag,product,note,start,end
2550,ECB_RS12890,qseE,[2610369:2611797](-),ECB_02448,two component system sensor histidine kinase QseE/GlrK,Derived by automated computational analysis using gene prediction method: Protein Homology.,2611797,2610369
2551,ECB_RS12895,purL,[2612372:2616260](-),ECB_02449,phosphoribosylformylglycinamidine synthase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2616260,2612372
2552,ECB_RS12900,mltF,[2616517:2618050](+),,membrane-bound lytic murein transglycosylase MltF,Derived by automated computational analysis using gene prediction method: Protein Homology.,2616517,2618050
2553,ECB_RS12910,,[2618083:2618781](+),,IS1 family transposase,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,2618083,2618781
2554,ECB_RS12915,tadA,[2618845:2619382](-),ECB_02453,tRNA adenosine(34) deaminase TadA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2619382,2618845
2555,ECB_RS12920,yfhb,[2619406:2620042](-),ECB_02454,phosphatidylglycerophosphatase C,Derived by automated computational analysis using gene prediction method: Protein Homology.,2620042,2619406
2556,ECB_RS12925,,[2620250:2621099](+),ECB_02455,MurR/RpiR family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,2620250,2621099
2557,ECB_RS12930,yfhL,[2621154:2621415](+),ECB_02456,4Fe-4S dicluster ferredoxin YfhL,Derived by automated computational analysis using gene prediction method: Protein Homology.,2621154,2621415
2558,ECB_RS12935,shoB,[2621608:2621689](-),,type I toxin-antitoxin system toxin ShoB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2621689,2621608
2559,ECB_RS12950,,[2622109:2622490](-),ECB_02457,holo-ACP synthase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2622490,2622109
2560,ECB_RS12955,pdxJ,[2622489:2623221](-),ECB_02458,pyridoxine 5'-phosphate synthase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2623221,2622489
2561,ECB_RS12960,recO,[2623232:2623961](-),ECB_02459,DNA repair protein RecO,Derived by automated computational analysis using gene prediction method: Protein Homology.,2623961,2623232
2562,ECB_RS12965,era,[2623972:2624878](-),ECB_02460,GTPase Era,Derived by automated computational analysis using gene prediction method: Protein Homology.,2624878,2623972
2563,ECB_RS12970,,[2624874:2625555](-),ECB_02461,ribonuclease III,Derived by automated computational analysis using gene prediction method: Protein Homology.,2625555,2624874
2564,ECB_RS12975,lepB,[2625827:2626802](-),ECB_02462,signal peptidase I,Derived by automated computational analysis using gene prediction method: Protein Homology.,2626802,2625827
2565,ECB_RS12980,lepA,[2626817:2628617](-),ECB_02463,elongation factor 4,Derived by automated computational analysis using gene prediction method: Protein Homology.,2628617,2626817
2566,ECB_RS12985,rseC,[2628814:2629294](-),ECB_02464,SoxR-reducing system protein RseC,Derived by automated computational analysis using gene prediction method: Protein Homology.,2629294,2628814
2567,ECB_RS12990,rseB,[2629290:2630247](-),ECB_02465,sigma-E factor regulatory protein RseB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2630247,2629290
2568,ECB_RS12995,rseA,[2630246:2630897](-),ECB_02466,anti-sigma-E factor RseA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2630897,2630246
2569,ECB_RS13000,rpoE,[2630929:2631505](-),ECB_02467,RNA polymerase sigma factor RpoE,Derived by automated computational analysis using gene prediction method: Protein Homology.,2631505,2630929
2570,ECB_RS25525,rseD,[2631501:2631657](-),,rpoE leader peptide RseD,Derived by automated computational analysis using gene prediction method: Protein Homology.,2631657,2631501
2571,ECB_RS13010,nadB,[2631912:2633535](+),ECB_02468,L-aspartate oxidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2631912,2633535
2572,ECB_RS13015,trmN,[2633519:2634257](-),ECB_02469,tRNA (adenosine(37)-N6)-methyltransferase TrmM,Derived by automated computational analysis using gene prediction method: Protein Homology.,2634257,2633519
2573,ECB_RS13020,srmB,[2634388:2635723](+),ECB_02470,ATP-dependent RNA helicase SrmB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2634388,2635723
2574,ECB_RS13030,,[2635931:2636813](-),ECB_02471,LysR family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,2636813,2635931
2575,ECB_RS13035,eamB,[2636915:2637503](+),ECB_02472,cysteine/O-acetylserine transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,2636915,2637503
2576,ECB_RS13040,grcA,[2637558:2637942](-),ECB_02473,autonomous glycyl radical cofactor GrcA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2637942,2637558
2577,ECB_RS13045,,[2638246:2638936](+),ECB_02474,uracil-DNA glycosylase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2638246,2638936
2578,ECB_RS13050,,[2638983:2640021](-),ECB_02475,tRNA/rRNA methyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2640021,2638983
2579,ECB_RS13060,trxC,[2640227:2640647](+),ECB_02476,thioredoxin TrxC,Derived by automated computational analysis using gene prediction method: Protein Homology.,2640227,2640647
2580,ECB_RS13065,,[2640715:2641414](+),ECB_02477,DTW domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2640715,2641414
2581,ECB_RS13070,pat,[2641445:2644106](+),ECB_02478,protein lysine acetyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2641445,2644106
2582,ECB_RS13075,pssA,[2644219:2645575](+),ECB_02479,CDP-diacylglycerol--serine O-phosphatidyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2644219,2645575
2583,ECB_RS13080,,[2645620:2645944](+),ECB_02480,YfiM family lipoprotein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2645620,2645944
2584,ECB_RS13085,kgtP,[2645940:2647239](-),ECB_02481,alpha-ketoglutarate permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,2647239,2645940
2585,ECB_RS13090,rrf,[2647561:2647677](-),ECB_r00004,,,2647677,2647561
2586,ECB_RS13095,,[2647754:2650686](-),ECB_r00005,,,2650686,2647754
2587,ECB_RS13100,,[2650861:2650937](-),ECB_t00045,,,2650937,2650861
2588,ECB_RS13105,,[2651010:2652564](-),ECB_r00006,,,2652564,2651010
2589,ECB_RS13110,clpB,[2653007:2655581](-),ECB_02482,ATP-dependent chaperone ClpB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2655581,2653007
2590,ECB_RS13115,pgeF,[2655710:2656442](-),ECB_02483,polyphenol oxidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2656442,2655710
2591,ECB_RS13120,rluD,[2656438:2657419](-),ECB_02484,23S rRNA pseudouridine(1911/1915/1917) synthase RluD,Derived by automated computational analysis using gene prediction method: Protein Homology.,2657419,2656438
2592,ECB_RS13125,bamD,[2657553:2658291](+),ECB_02485,outer membrane protein assembly factor BamD,Derived by automated computational analysis using gene prediction method: Protein Homology.,2657553,2658291
2593,ECB_RS13135,raiA,[2658561:2658903](+),ECB_02486,ribosome-associated translation inhibitor RaiA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2658561,2658903
2594,ECB_RS25530,,[2659006:2659054](+),ECB_02487,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2659006,2659054
2595,ECB_RS13140,pheA,[2659151:2660312](+),ECB_02488,bifunctional chorismate mutase/prephenate dehydratase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2659151,2660312
2596,ECB_RS13145,tyrA,[2660354:2661476](-),ECB_02489,bifunctional chorismate mutase/prephenate dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2661476,2660354
2597,ECB_RS13150,aroF,[2661486:2662557](-),ECB_02490,3-deoxy-7-phosphoheptulonate synthase AroF,Derived by automated computational analysis using gene prediction method: Protein Homology.,2662557,2661486
2598,ECB_RS13155,,[2662766:2663132](+),ECB_02491,DUF2799 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2662766,2663132
2599,ECB_RS13160,,[2663281:2663800](+),ECB_02492,DUF4154 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2663281,2663800
2600,ECB_RS13165,dgcN,[2663789:2665016](+),ECB_02493,diguanylate cyclase DgcN,Derived by automated computational analysis using gene prediction method: Protein Homology.,2663789,2665016
2601,ECB_RS13170,,[2665031:2665514](+),ECB_02494,OmpA family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2665031,2665514
2602,ECB_RS13175,rplS,[2665589:2665937](-),ECB_02495,50S ribosomal protein L19,Derived by automated computational analysis using gene prediction method: Protein Homology.,2665937,2665589
2603,ECB_RS13180,trmD,[2665978:2666746](-),ECB_02496,tRNA (guanosine(37)-N1)-methyltransferase TrmD,Derived by automated computational analysis using gene prediction method: Protein Homology.,2666746,2665978
2604,ECB_RS13185,rimM,[2666776:2667325](-),ECB_02497,ribosome maturation factor RimM,Derived by automated computational analysis using gene prediction method: Protein Homology.,2667325,2666776
2605,ECB_RS13190,rpsP,[2667343:2667592](-),ECB_02498,30S ribosomal protein S16,Derived by automated computational analysis using gene prediction method: Protein Homology.,2667592,2667343
2606,ECB_RS13195,,[2667728:2669090](-),ECB_02499,signal recognition particle protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2669090,2667728
2607,ECB_RS13200,,[2669256:2670048](+),ECB_02500,inner membrane protein YpjD,Derived by automated computational analysis using gene prediction method: Protein Homology.,2669256,2670048
2608,ECB_RS13205,,[2670068:2671355](+),ECB_02501,HlyC/CorC family transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,2670068,2671355
2609,ECB_RS13210,grpE,[2671409:2672003](-),ECB_02502,nucleotide exchange factor GrpE,Derived by automated computational analysis using gene prediction method: Protein Homology.,2672003,2671409
2610,ECB_RS13220,nadK,[2672125:2673004](+),ECB_02503,NAD(+) kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2672125,2673004
2611,ECB_RS13225,recN,[2673089:2674751](+),ECB_02504,DNA repair protein RecN,Derived by automated computational analysis using gene prediction method: Protein Homology.,2673089,2674751
2612,ECB_RS13230,bamE,[2674899:2675241](+),,outer membrane protein assembly factor BamE,Derived by automated computational analysis using gene prediction method: Protein Homology.,2674899,2675241
2613,ECB_RS13235,,[2675302:2675593](-),ECB_02506,RnfH family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2675593,2675302
2614,ECB_RS13240,ratA,[2675582:2676059](-),ECB_02507,type II toxin-antitoxin system toxin RatA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2676059,2675582
2615,ECB_RS13245,smpB,[2676190:2676673](+),ECB_02508,SsrA-binding protein SmpB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2676190,2676673
2616,ECB_RS22955,ssrA,[2676887:2677250](+),,,,2676887,2677250
2617,ECB_RS13250,,[2677416:2678646](+),ECB_02509,tyrosine-type recombinase/integrase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2677416,2678646
2618,ECB_RS13255,,[2678928:2680485](+),ECB_02510,recombinase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2678928,2680485
2619,ECB_RS13260,,[2680474:2681371](+),ECB_02511,ParB/RepB/Spo0J family partition protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2680474,2681371
2620,ECB_RS13265,,[2681367:2682264](+),ECB_02512,chromosome partitioning protein ParB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2681367,2682264
