,UNIQUE-ID,NAME,PRODUCT-NAME,SWISS-PROT-ID,REPLICON,START-BASE,END-BASE,SYNONYMS,SYNONYMS.1,SYNONYMS.2,SYNONYMS.3,GENE-CLASS,GENE-CLASS.1,GENE-CLASS.2,GENE-CLASS.3,ACCESSION-1,TRANSCRIPTION-DIRECTION,locus_tag,name,location,old_locus_tag,product,note,start,end,distance,overlap,ecocyc_gene_len,NCBI_gene_len
773,GCQD-4132,nfi,endonuclease V  (deoxyinosine 3'-endonuclease),C6UJM8,CHROMOSOME-1,4178402,4179073,yjaF,,,,UNCLASSIFIED,,,,ECB_03875,+,ECB_RS20585,,[4178401:4179073](+),ECB_03875,deoxyribonuclease V,Derived by automated computational analysis using gene prediction method: Protein Homology.,4178401,4179073,1,671,671,672
774,GCQD-1998,kdgR,KdgR DNA-binding transcriptional repressor,C6UJE3,CHROMOSOME-1,1888676,1887885,yebP,,,,UNCLASSIFIED,,,,ECB_01798,-,ECB_RS09505,kdgR,[1887884:1888676](-),ECB_01798,DNA-binding transcriptional regulator KdgR,Derived by automated computational analysis using gene prediction method: Protein Homology.,1888676,1887884,1,791,791,792
775,GCQD-465,yahJ,predicted deaminase with metallo-dependent hydrolase domain,C6UB09,CHROMOSOME-1,313774,315156,,,,,UNCLASSIFIED,,,,ECB_00279,+,ECB_RS01480,,[313773:315156](+),ECB_00279,amidohydrolase family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,313773,315156,1,1382,1382,1383
776,GCQD-2446,cvpA,membrane protein required for colicin V production,C6UMI8,CHROMOSOME-1,2374355,2373867,dedE,,,,UNCLASSIFIED,,,,ECB_02238,-,ECB_RS11780,cvpA,[2373866:2374355](-),ECB_02238,colicin V production protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2374355,2373866,1,488,488,489
777,GCQD-946,moaA,molybdopterin biosynthesis protein A,C6UDU4,CHROMOSOME-1,809670,810659,bisA,chlA,chlA1,narA,UNCLASSIFIED,,,,ECB_00748,+,ECB_RS03995,moaA,[809669:810659](+),ECB_00748,"GTP 3',8-cyclase MoaA",Derived by automated computational analysis using gene prediction method: Protein Homology.,809669,810659,1,989,989,990
811,GCQD-3211,tdcA,TdcA DNA-binding transcriptional activator,C6UEG6,CHROMOSOME-1,3200099,3199161,,,,,UNCLASSIFIED,,,,ECB_02985,-,ECB_RS15780,tdcA,[3199160:3200099](-),ECB_02985,transcriptional regulator TdcA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3200099,3199160,1,938,938,939
813,GCQD-1404,narJ,molybdenum cofactor assembly chaperone subunit (&delta; subunit) of nitrate reductase 1,C6UG95,CHROMOSOME-1,1285289,1285999,,,,,UNCLASSIFIED,,,,ECB_01204,+,ECB_RS06395,narJ,[1285288:1285999](+),ECB_01204,nitrate reductase molybdenum cofactor assembly chaperone,Derived by automated computational analysis using gene prediction method: Protein Homology.,1285288,1285999,1,710,710,711
2273,GCQD-319,folK,2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase,C6UMA3,CHROMOSOME-1,160583,160104,,,,,UNCLASSIFIED,,,,ECB_00141,-,ECB_RS00735,folK,[160103:160583](-),ECB_00141,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,160583,160103,1,479,479,480
864,GCQD-4348,ytfG,NAD(P)H:quinone oxidoreductase,C6UKZ3,CHROMOSOME-1,4419024,4418164,,,,,UNCLASSIFIED,,,,ECB_04083,-,ECB_RS21730,qorB,[4418163:4419024](-),ECB_04083,NAD(P)H:quinone oxidoreductase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4419024,4418163,1,860,860,861
850,GCQD-2281,yeiS,predicted inner membrane protein,C6UKX0,CHROMOSOME-1,2184838,2185077,,,,,UNCLASSIFIED,,,,ECB_02074,+,ECB_RS10930,,[2184837:2185077](+),ECB_02074,DUF2542 family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2184837,2185077,1,239,239,240
851,GCQD-2687,ung,uracil-DNA glycosylase,C6UBI8,CHROMOSOME-1,2638247,2638936,,,,,UNCLASSIFIED,,,,ECB_02474,+,ECB_RS13045,,[2638246:2638936](+),ECB_02474,uracil-DNA glycosylase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2638246,2638936,1,689,689,690
852,GCQD-3118,mqsA,MqsA antitoxin of the MqsRA toxin-antitoxin system and DNA-binding transcriptional repressor,,CHROMOSOME-1,3102418,3102023,ygiT,,,,UNCLASSIFIED,,,,ECB_02893,-,ECB_RS15290,mqsA,[3102022:3102418](-),ECB_02893,type II toxin-antitoxin system antitoxin MqsA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3102418,3102022,1,395,395,396
853,GCQD-3519,asd,Asd,C6UGG4,CHROMOSOME-1,3506332,3505229,dap,hom,,,UNCLASSIFIED,,,,ECB_03285,-,ECB_RS17375,asd,[3505228:3506332](-),ECB_03285,aspartate-semialdehyde dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3506332,3505228,1,1103,1103,1104
854,GCQD-1292,fabF,FabF,C6UFJ9,CHROMOSOME-1,1166508,1167749,vtr,cvc,fabJ,vtrB,UNCLASSIFIED,,,,ECB_01091,+,ECB_RS05790,fabF,[1166507:1167749](+),ECB_01091,beta-ketoacyl-ACP synthase II,Derived by automated computational analysis using gene prediction method: Protein Homology.,1166507,1167749,1,1241,1241,1242
855,GCQD-3944,pldA,phospholipase A1 / phospholipase A2,C6UIR9,CHROMOSOME-1,3969297,3970166,,,,,UNCLASSIFIED,,,,ECB_03700,+,ECB_RS19585,pldA,[3969296:3970166](+),ECB_03700,phospholipase A,Derived by automated computational analysis using gene prediction method: Protein Homology.,3969296,3970166,1,869,869,870
856,GCQD-1794,ydgK,conserved inner membrane protein,C6UIG7,CHROMOSOME-1,1682444,1682884,rsxP,,,,UNCLASSIFIED,,,,ECB_01596,+,ECB_RS08425,,[1682443:1682884](+),ECB_01596,DUF2569 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1682443,1682884,1,440,440,441
857,GCQD-4364,mpl,UDP-N-acetylmuramate:L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminoheptanedioate-D-alanine ligase [multifunctional],C6UL11,CHROMOSOME-1,4439035,4440408,tpl,yjfG,,,UNCLASSIFIED,,,,ECB_04101,+,ECB_RS21820,mpl,[4439034:4440408](+),ECB_04101,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4439034,4440408,1,1373,1373,1374
858,GCQD-2263,mlrA,MlrA DNA binding transcriptional activator,,CHROMOSOME-1,2166063,2166794,yehV,,,,UNCLASSIFIED,,,,ECB_02056,+,ECB_RS10835,mlrA,[2166062:2166794](+),ECB_02056,HTH-type transcriptional regulator MlrA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2166062,2166794,1,731,731,732
859,GCQD-2672,recO,protein interacts with RecR and possibly RecF proteins,C6UBH3,CHROMOSOME-1,2623961,2623233,,,,,UNCLASSIFIED,,,,ECB_02459,-,ECB_RS12960,recO,[2623232:2623961](-),ECB_02459,DNA repair protein RecO,Derived by automated computational analysis using gene prediction method: Protein Homology.,2623961,2623232,1,728,728,729
861,GCQD-1274,flgF,flagellar basal body rod protein FlgF,C6UFI1,CHROMOSOME-1,1148371,1149126,,,,,UNCLASSIFIED,,,,ECB_01073,+,ECB_RS05700,,[1148370:1149126](+),ECB_01073,flagellar basal body rod protein FlgF,Derived by automated computational analysis using gene prediction method: Protein Homology.,1148370,1149126,1,755,755,756
862,GCQD-3922,hemX,conserved protein,C6UIP7,CHROMOSOME-1,3950896,3949691,,,,,UNCLASSIFIED,,,,ECB_03678,-,ECB_RS19475,hemX,[3949690:3950896](-),ECB_03678,uroporphyrinogen-III C-methyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3950896,3949690,1,1205,1205,1206
863,GCQD-1777,tus,DNA-binding protein; inhibition of replication at Ter sites,C6UIF0,CHROMOSOME-1,1661454,1662383,tau,,,,UNCLASSIFIED,,,,ECB_01579,+,ECB_RS08340,,[1661453:1662383](+),ECB_01579,DNA replication terminus site-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1661453,1662383,1,929,929,930
865,GCQD-2235,yegV,predicted kinase,C6UKS4,CHROMOSOME-1,2135225,2136190,,,,,UNCLASSIFIED,,,,ECB_02028,+,ECB_RS10715,,[2135224:2136190](+),ECB_02028,sugar kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2135224,2136190,1,965,965,966
848,GCQD-1809,slyB,outer membrane lipoprotein,C6UII2,CHROMOSOME-1,1697070,1697537,,,,,UNCLASSIFIED,,,,ECB_01611,+,ECB_RS08505,slyB,[1697069:1697537](+),ECB_01611,outer membrane lipoprotein SlyB,Derived by automated computational analysis using gene prediction method: Protein Homology.,1697069,1697537,1,467,467,468
867,GCQD-2656,yphH,"predicted DNA-binding transcriptional regulator, NAGC-like",C6UBF7,CHROMOSOME-1,2603562,2604755,,,,,UNCLASSIFIED,,,,ECB_02442,+,ECB_RS12860,,[2603561:2604755](+),ECB_02442,ROK family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2603561,2604755,1,1193,1193,1194
868,GCQD-3075,yghO,predicted DNA-binding transcriptional regulator,C6UDP6,CHROMOSOME-1,3057077,3055935,,,,,UNCLASSIFIED,,,,ECB_02850,-,ECB_RS15055,,[3055934:3057077](-),ECB_02850,DNA-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3057077,3055934,1,1142,1142,1143
869,GCQD-3486,hslR,heat shock protein Hsp15 involved in ribosome recycling,C6UG00,CHROMOSOME-1,3458032,3458433,hsp15,yrfH,,,UNCLASSIFIED,,,,ECB_03252,+,ECB_RS17200,hslR,[3458031:3458433](+),ECB_03252,ribosome-associated heat shock protein Hsp15,Derived by automated computational analysis using gene prediction method: Protein Homology.,3458031,3458433,1,401,401,402
870,GCQD-3904,rffE,UDP-<i>N</i>-acetylglucosamine 2-epimerase,,CHROMOSOME-1,3931933,3933063,yifF,nfrC,wecB,,UNCLASSIFIED,,,,ECB_03664,+,ECB_RS19385,,[3931932:3933063](+),ECB_03664,UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing),Derived by automated computational analysis using gene prediction method: Protein Homology.,3931932,3933063,1,1130,1130,1131
871,GCQD-1259,pyrC,PyrC,C6UFG6,CHROMOSOME-1,1137179,1136133,,,,,UNCLASSIFIED,,,,ECB_01058,-,ECB_RS05625,pyrC,[1136132:1137179](-),ECB_01058,dihydroorotase,Derived by automated computational analysis using gene prediction method: Protein Homology.,1137179,1136132,1,1046,1046,1047
872,GCQD-1760,ynfK,predicted dethiobiotin synthetase,C6UID3,CHROMOSOME-1,1644414,1643719,,,,,UNCLASSIFIED,,,,ECB_01562,-,ECB_RS08250,bioD,[1643718:1644414](-),ECB_01562,ATP-dependent dethiobiotin synthetase BioD,Derived by automated computational analysis using gene prediction method: Protein Homology.,1644414,1643718,1,695,695,696
873,GCQD-433,ykgJ,predicted ferredoxin,C6UAX7,CHROMOSOME-1,274364,274035,,,,,UNCLASSIFIED,,,,ECB_00247,-,ECB_RS01300,,[274034:274364](-),ECB_00247,YkgJ family cysteine cluster protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,274364,274034,1,329,329,330
874,GCQD-670,sfmF,predicted fimbrial-like adhesin protein,C6UCC4,CHROMOSOME-1,535444,535959,ybcG,,,,UNCLASSIFIED,,,,ECB_00484,+,ECB_RS02515,sfmF,[535443:535959](+),ECB_00484,fimbria assembly protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,535443,535959,1,515,515,516
875,GCQD-264,murE,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",C6UM48,CHROMOSOME-1,95970,97457,,,,,UNCLASSIFIED,,,,ECB_00086,+,ECB_RS00450,murE,[95969:97457](+),ECB_00086,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase",Derived by automated computational analysis using gene prediction method: Protein Homology.,95969,97457,1,1487,1487,1488
876,GCQD-3059,ECB_02834,type II secretion protein GspH,C6UDN0,CHROMOSOME-1,3033742,3033179,,,,,UNCLASSIFIED,,,,ECB_02834,-,ECB_RS14970,gspH,[3033178:3033742](-),ECB_02834,type II secretion system minor pseudopilin GspH,Derived by automated computational analysis using gene prediction method: Protein Homology.,3033742,3033178,1,563,563,564
877,GCQD-3467,yhfX,predicted amino acid racemase,C6UFY1,CHROMOSOME-1,3439658,3438495,,,,,UNCLASSIFIED,,,,ECB_03233,-,ECB_RS17105,,[3438494:3439658](-),ECB_03233,YhfX family PLP-dependent enzyme,Derived by automated computational analysis using gene prediction method: Protein Homology.,3439658,3438494,1,1163,1163,1164
878,GCQD-3888,ilvE,IlvE,C6UI85,CHROMOSOME-1,3914286,3915215,,,,,UNCLASSIFIED,,,,ECB_03648,+,ECB_RS19305,ilvE,[3914285:3915215](+),ECB_03648,branched-chain-amino-acid transaminase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3914285,3915215,1,929,929,930
879,GCQD-1236,csgF,curli assembly component,C6UFE3,CHROMOSOME-1,1116696,1116280,,,,,UNCLASSIFIED,,,,ECB_01035,-,ECB_RS05490,csgF,[1116279:1116696](-),ECB_01035,curli production assembly/transport protein CsgF,Derived by automated computational analysis using gene prediction method: Protein Homology.,1116696,1116279,1,416,416,417
849,GCQD-4385,yjgM,predicted acetyltransferase,C6UL31,CHROMOSOME-1,4462570,4462067,,,,,UNCLASSIFIED,,,,ECB_04122,-,ECB_RS21930,,[4462066:4462570](-),ECB_04122,GNAT family N-acetyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,4462570,4462066,1,503,503,504
847,GCQD-3968,ECB_03724,putative transcriptional regulator,C6UIU3,CHROMOSOME-1,3995587,3994820,,,,,UNCLASSIFIED,,,,ECB_03724,-,ECB_RS19710,,[3994819:3995587](-),ECB_03724,IclR family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,3995587,3994819,1,767,767,768
814,GCQD-4043,sodA,SodA,C6UJ12,CHROMOSOME-1,4080292,4080912,,,,,UNCLASSIFIED,,,,ECB_03794,+,ECB_RS20115,sodA,[4080291:4080912](+),ECB_03794,superoxide dismutase [Mn],Derived by automated computational analysis using gene prediction method: Protein Homology.,4080291,4080912,1,620,620,621
830,GCQD-3578,uspA,universal stress global stress response regulator,C6UGM2,CHROMOSOME-1,3570800,3571234,,,,,UNCLASSIFIED,,,,ECB_03344,+,ECB_RS17690,uspA,[3570799:3571234](+),ECB_03344,universal stress protein UspA,Derived by automated computational analysis using gene prediction method: Protein Homology.,3570799,3571234,1,434,434,435
815,GCQD-1895,yniB,predicted inner membrane protein,C6UJ41,CHROMOSOME-1,1786498,1785962,,,,,UNCLASSIFIED,,,,ECB_01695,-,ECB_RS08945,,[1785961:1786498](-),ECB_01695,membrane protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,1786498,1785961,1,536,536,537
816,GCQD-4465,yjiL,"predicted ATPase, activator of (R)-hydroxyglutaryl-CoA dehdratase",C6ULV0,CHROMOSOME-1,4545603,4544836,,,,,UNCLASSIFIED,,,,ECB_04203,-,ECB_RS22405,,[4544835:4545603](-),ECB_04203,2-hydroxyglutaryl-CoA dehydratase activator,Derived by automated computational analysis using gene prediction method: Protein Homology.,4545603,4544835,1,767,767,768
818,GCQD-828,glnS,glutaminyl-tRNA synthetase,C6UD50,CHROMOSOME-1,688188,689852,,,,,UNCLASSIFIED,,,,ECB_00637,+,ECB_RS03350,glnS,[688187:689852](+),ECB_00637,glutamine--tRNA ligase,Derived by automated computational analysis using gene prediction method: Protein Homology.,688187,689852,1,1664,1664,1665
819,GCQD-277,secA,Sec Translocation Complex,C6UM61,CHROMOSOME-1,111083,113788,azi,pea,prlD,,UNCLASSIFIED,,,,ECB_00099,+,ECB_RS00515,secA,[111082:113788](+),ECB_00099,preprotein translocase subunit SecA,Derived by automated computational analysis using gene prediction method: Protein Homology.,111082,113788,1,2705,2705,2706
820,GCQD-3190,yqjA,membrane transport protein; required for proton-motive force (PMF) dependent drug efflux,C6UEE5,CHROMOSOME-1,3180807,3181469,ecfL,,,,UNCLASSIFIED,,,,ECB_02964,+,ECB_RS15675,,[3180806:3181469](+),ECB_02964,DedA family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3180806,3181469,1,662,662,663
821,GCQD-3593,hdeD,acid-resistance membrane protein,C6UGN7,CHROMOSOME-1,3586486,3587058,yhiA,,,,UNCLASSIFIED,,,,ECB_03359,+,ECB_RS17775,,[3586485:3587058](+),ECB_03359,HdeD family acid-resistance protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,3586485,3587058,1,572,572,573
822,GCQD-1386,prfA,peptide chain release factor RF1,C6UG77,CHROMOSOME-1,1265162,1266244,ups?,sueB,uar,,UNCLASSIFIED,,,,ECB_01186,+,ECB_RS06300,prfA,[1265161:1266244](+),ECB_01186,peptide chain release factor 1,Derived by automated computational analysis using gene prediction method: Protein Homology.,1265161,1266244,1,1082,1082,1083
823,GCQD-4027,fdoH,"formate dehydrogenase-O, &beta; subunit",C6UIZ6,CHROMOSOME-1,4060906,4060004,,,,,UNCLASSIFIED,,,,ECB_03778,-,ECB_RS20025,fdxH,[4060003:4060906](-),ECB_03778,formate dehydrogenase subunit beta,Derived by automated computational analysis using gene prediction method: Protein Homology.,4060906,4060003,1,902,902,903
824,GCQD-1873,aroH,AroH,C6UIP3,CHROMOSOME-1,1765703,1766749,,,,,UNCLASSIFIED,,,,ECB_01673,+,ECB_RS08835,aroH,[1765702:1766749](+),ECB_01673,3-deoxy-7-phosphoheptulonate synthase AroH,Derived by automated computational analysis using gene prediction method: Protein Homology.,1765702,1766749,1,1046,1046,1047
825,GCQD-4447,fimC,"periplasmic chaperone, required for type 1 fimbriae",C6UL87,CHROMOSOME-1,4525218,4525943,pilB,,,,UNCLASSIFIED,,,,ECB_04185,+,ECB_RS22290,fimC,[4525217:4525943](+),ECB_04185,type 1 fimbria chaperone FimC,Derived by automated computational analysis using gene prediction method: Protein Homology.,4525217,4525943,1,725,725,726
826,GCQD-2337,napC,"periplasmic nitrate reductase, cytochrome c protein",C6ULL4,CHROMOSOME-1,2248248,2247646,yejX,,,,UNCLASSIFIED,,,,ECB_02129,-,ECB_RS11225,napC,[2247645:2248248](-),ECB_02129,cytochrome c-type protein NapC,Derived by automated computational analysis using gene prediction method: Protein Homology.,2248248,2247645,1,602,602,603
828,GCQD-275,lpxC,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,C6UM59,CHROMOSOME-1,109361,110278,asmB,envA,,,UNCLASSIFIED,,,,ECB_00097,+,ECB_RS00505,lpxC,[109360:110278](+),ECB_00097,UDP-3-O-acyl-N-acetylglucosamine deacetylase,Derived by automated computational analysis using gene prediction method: Protein Homology.,109360,110278,1,917,917,918
829,GCQD-3175,ygjK,glycoside hydrolase,C6UED0,CHROMOSOME-1,3161705,3164056,,,,,UNCLASSIFIED,,,,ECB_02949,+,ECB_RS15595,,[3161704:3164056](+),ECB_02949,alpha-glucosidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,3161704,3164056,1,2351,2351,2352
831,GCQD-1368,emtA,lytic murein transglycosylase E,C6UG59,CHROMOSOME-1,1243330,1243941,ycgP,mltE,sltZ,,UNCLASSIFIED,,,,ECB_01168,+,ECB_RS06205,emtA,[1243329:1243941](+),ECB_01168,membrane-bound lytic murein transglycosylase EmtA,Derived by automated computational analysis using gene prediction method: Protein Homology.,1243329,1243941,1,611,611,612
846,GCQD-3138,ribB,"3,4-dihydroxy-2-butanone 4-phosphate synthase",C6UE94,CHROMOSOME-1,3118638,3117985,luxH,htrP,luxH-l,,UNCLASSIFIED,,,,ECB_02913,-,ECB_RS15395,ribB,[3117984:3118638](-),ECB_02913,"3,4-dihydroxy-2-butanone-4-phosphate synthase",Derived by automated computational analysis using gene prediction method: Protein Homology.,3118638,3117984,1,653,653,654
832,GCQD-1853,sufA,"Fe-S cluster assembly, scaffold protein",C6UIM4,CHROMOSOME-1,1741653,1741285,ydiC,,,,UNCLASSIFIED,,,,ECB_01653,-,ECB_RS08725,sufA,[1741284:1741653](-),ECB_01653,Fe-S cluster assembly scaffold SufA,Derived by automated computational analysis using gene prediction method: Protein Homology.,1741653,1741284,1,368,368,369
833,GCQD-443,ykgA,predicted DNA-binding transcriptional regulator,C6UAY7,CHROMOSOME-1,289784,288933,,,,,UNCLASSIFIED,,,,ECB_00257,-,ECB_RS01360,,[288932:289784](-),ECB_00257,helix-turn-helix domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,289784,288932,1,851,851,852
